Target: HSEYE5

Observer: Bahrain
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
22 Jun 2022 22:55:02.424    22 Jun 2022 23:02:55.136      472.71230944    
23 Jun 2022 00:35:21.782    23 Jun 2022 00:36:44.478      82.696103328    
23 Jun 2022 14:00:37.971    23 Jun 2022 14:08:41.646      483.67528998    
23 Jun 2022 15:40:31.823    23 Jun 2022 15:44:26.064      234.24142899    
23 Jun 2022 22:15:19.890    23 Jun 2022 22:22:56.157      456.26608125    
23 Jun 2022 23:53:54.050    23 Jun 2022 23:58:45.240      291.18997785    
24 Jun 2022 13:20:55.659    24 Jun 2022 13:28:47.260      471.60061008    
24 Jun 2022 14:59:45.910    24 Jun 2022 15:05:14.318      328.40790205    
24 Jun 2022 21:35:41.696    24 Jun 2022 21:42:48.046      426.34943887    
24 Jun 2022 23:13:24.608    24 Jun 2022 23:19:44.529      379.92105052    
25 Jun 2022 12:41:22.277    25 Jun 2022 12:48:44.979      442.70217908    
25 Jun 2022 14:19:16.492    25 Jun 2022 14:25:48.592      392.10015459    
25 Jun 2022 20:56:08.493    25 Jun 2022 21:02:29.886      381.39307187    
25 Jun 2022 22:33:11.634    25 Jun 2022 22:40:23.898      432.26342340    


Number of events : 245


Observer: Cape_Town
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
28 Apr 2022 02:45:54.863    28 Apr 2022 02:52:38.733      403.86978780    
28 Apr 2022 04:22:48.721    28 Apr 2022 04:30:31.100      462.37953318    
28 Apr 2022 06:03:17.546    28 Apr 2022 06:06:46.470      208.92396140    
28 Apr 2022 09:20:12.624    28 Apr 2022 09:25:48.885      336.26077260    
28 Apr 2022 10:56:56.521    28 Apr 2022 11:05:05.344      488.82360809    
28 Apr 2022 12:36:36.120    28 Apr 2022 12:39:33.424      177.30328355    
29 Apr 2022 02:07:30.973    29 Apr 2022 02:13:12.358      341.38578692    
29 Apr 2022 03:43:37.304    29 Apr 2022 03:51:35.261      477.95649148    
29 Apr 2022 05:23:35.402    29 Apr 2022 05:28:02.866      267.46462688    
29 Apr 2022 08:41:25.313    29 Apr 2022 08:46:13.629      288.31627525    
29 Apr 2022 10:17:57.368    29 Apr 2022 10:26:00.536      483.16796366    
29 Apr 2022 11:56:35.014    29 Apr 2022 12:01:46.247      311.23283962    
30 Apr 2022 01:29:27.859    30 Apr 2022 01:33:25.311      237.45220858    
30 Apr 2022 03:04:29.916    30 Apr 2022 03:12:36.225      486.30844998    
30 Apr 2022 04:43:57.580    30 Apr 2022 04:49:15.388      317.80781590    
30 Apr 2022 08:02:39.438    30 Apr 2022 08:06:32.245      232.80792584    
30 Apr 2022 09:38:59.511    30 Apr 2022 09:46:49.502      469.99099738    
30 Apr 2022 11:17:01.850    30 Apr 2022 11:23:26.974      385.12421802    
01 May 2022 02:25:26.918    01 May 2022 02:33:33.559      486.64096773    
01 May 2022 04:04:23.390    01 May 2022 04:10:24.939      361.54884235    
01 May 2022 07:23:56.924    01 May 2022 07:26:43.043      166.11967486    
01 May 2022 09:00:02.617    01 May 2022 09:07:32.499      449.88266467    
01 May 2022 10:37:39.865    01 May 2022 10:44:52.235      432.36985796    
02 May 2022 01:46:28.834    02 May 2022 01:54:26.647      477.81275451    
02 May 2022 03:24:52.668    02 May 2022 03:31:31.833      399.16477001    
02 May 2022 06:45:28.378    02 May 2022 06:46:35.722      67.343787372    
02 May 2022 08:21:06.457    02 May 2022 08:28:09.712      423.25480040    
02 May 2022 09:58:24.277    02 May 2022 10:06:06.679      462.40170195    
03 May 2022 01:07:36.477    03 May 2022 01:15:14.579      458.10144302    
03 May 2022 02:45:25.444    03 May 2022 02:52:36.142      430.69815484    
03 May 2022 04:26:45.748    03 May 2022 04:28:24.036      98.287495261    
03 May 2022 07:42:10.898    03 May 2022 07:48:41.269      390.37067418    
03 May 2022 09:19:12.850    03 May 2022 09:27:12.412      479.56253097    
04 May 2022 00:28:51.195    04 May 2022 00:35:55.898      424.70238201    
04 May 2022 02:06:01.833    04 May 2022 02:13:37.801      455.96784905    
04 May 2022 03:46:43.283    04 May 2022 03:49:47.073      183.78987329    
04 May 2022 07:03:15.912    04 May 2022 07:09:07.242      351.32978694    
04 May 2022 08:40:04.308    04 May 2022 08:48:10.592      486.28350607    
04 May 2022 23:50:15.518    04 May 2022 23:56:27.966      372.44812598    
05 May 2022 01:26:42.012    05 May 2022 01:34:36.646      474.63358718    
05 May 2022 03:06:51.785    05 May 2022 03:10:59.257      247.47198110    
05 May 2022 06:24:21.627    05 May 2022 06:29:27.603      305.97640187    
05 May 2022 08:00:57.840    05 May 2022 08:09:01.920      484.08016608    
05 May 2022 09:39:55.108    05 May 2022 09:44:20.676      265.56765279    
05 May 2022 23:11:55.400    05 May 2022 23:16:44.718      289.31768144    
06 May 2022 00:47:26.220    06 May 2022 00:55:32.416      486.19648274    
06 May 2022 02:27:05.413    06 May 2022 02:32:06.750      301.33766314    
06 May 2022 05:45:28.471    06 May 2022 05:49:42.085      253.61416735    
